defName,中文名,英文标题,简称,阶段,来源,强制/倾向特质,禁用特质,技能加成,关联经历
CuriousChild33,curious child,curious child,curious,童年,原版Core,,,Intellectual4、Social-3、Mining-2,
DataDecoder39,data decoder,data decoder,decoder,童年,原版Core,,,Intellectual2,
DedicatedStudent12,dedicated student,dedicated student,student,童年,原版Core,,,Intellectual2、Artistic2,
DesertRat47,desert rat,desert rat,desert rat,童年,原版Core,,,Intellectual2、Melee2、Medicine2,
DiplomatsChild97,diplomat's child,diplomat's child,diplomat,童年,原版Core,,,Intellectual1、Artistic1,
DisasterSurvivor29,disaster survivor,disaster survivor,survivor,童年,原版Core,,,Construction3、Cooking2、Crafting1,
DisasterSurvivor65,disaster survivor,disaster survivor,survivor,童年,原版Core,,,Plants2、Melee3、Crafting2,
DiscardedYouth93,discarded youth,discarded youth,discarded,童年,原版Core,,,Construction3、Crafting3,
DisciplinedFarmer28,disciplined farmer,disciplined farmer,farmer,童年,原版Core,,,Construction2、Plants3、Intellectual-1、Mining2,
DisplacedNoble67,displaced noble,displaced noble,noble,童年,原版Core,,,Intellectual1、Shooting3、Crafting2,
DreadedBaby56,dreaded baby,dreaded baby,baby dude,童年,原版Core,,,Shooting1、Cooking3、Artistic3,
Dreamer79,dreamer,dreamer,dreamer,童年,原版Core,,,Melee2、Social4、Artistic3,
Drudge9,drudge,drudge,drudge,童年,原版Core,,,Construction2、Mining2、Crafting2,
DrugMule80,drug mule,drug mule,mule,童年,原版Core,,,Shooting2、Melee3,
DustyFarmHand75,dusty farm hand,dusty farm hand,farm hand,童年,原版Core,,,Plants2、Medicine1、Animals2,
Empath47,empath,empath,empath,童年,原版Core,,,Intellectual2、Artistic2,
EnergeticPopIdol61,energetic pop idol,energetic pop idol,pop idol,童年,原版Core,,,Intellectual-2、Melee3、Social2、Medicine-2、Artistic5,
ExiledPrince58,exiled prince,exiled prince,prince,童年,原版Core,,,Construction3、Artistic-2、Crafting2、Animals1,
FactoryDrone58,factory drone,factory drone,worker,童年,原版Core,,,Construction3、Intellectual-2、Crafting3,
FallenProdigy40,fallen prodigy,fallen prodigy,prodigy,童年,原版Core,,,Construction2、Plants2、Intellectual5、Medicine3、Crafting2,
FarmBoy64,farm boy,farm boy,farm boy,童年,原版Core,,,Plants2、Mining3、Melee4、Social-3、Cooking-2,
FarmHand2,farm hand,farm hand,farm hand,童年,原版Core,,,Construction2、Plants4、Intellectual-2、Melee2,
FarmKid60,farm kid,farm kid,farm kid,童年,原版Core,,,Plants3、Medicine2、Crafting2,
FarmMechanic1,farm mechanic,farm mechanic,mechanic,童年,原版Core,,,Construction4、Plants2,
FarmerBoy88,farmer boy,farmer boy,farmer,童年,原版Core,,,Construction1、Plants4、Mining1、Crafting2,
FarmersDaughter81,farmer's daughter,farmer's daughter,farm girl,童年,原版Core,,,Social-1、Cooking2、Artistic3、Crafting3,
FarmersSon20,farmer's son,farmer's son,farmer,童年,原版Core,,,Plants2、Social-3、Cooking1、Animals4,
FeralChild85,feral child,feral child,survivor,童年,原版Core,,,Plants2、Melee4、Crafting1,
FeralChild96,feral child,feral child,feral,童年,原版Core,,,Plants2、Melee4、Crafting1,
FeudalFarmBoy0,feudal farm boy,feudal farm boy,slave,童年,原版Core,,,Plants4、Social2,
FeudalLordling56,feudal lordling,feudal lordling,lordling,童年,原版Core,,,Melee4、Social3,
FireKeeper44,fire keeper,fire keeper,firekeep,童年,原版Core,,,Crafting2、Cooking2,
FireScarredChild1,fire-scarred child,fire-scarred child,scarred,童年,原版Core,,,Mining1、Melee1,
ForestChild83,forest child,forest child,forest kid,童年,原版Core,,,Melee2、Animals2,
FoundryApprentice76,foundry apprentice,foundry apprentice,foundryman,童年,原版Core,,,Construction3、Melee1、Artistic-2、Crafting3,
Freethinker38,freethinker,freethinker,thinker,童年,原版Core,,,Intellectual2、Shooting3、Social2、Artistic2,
FrightenedChild43,frightened child,frightened child,scared,童年,原版Core,,,Medicine3、Cooking3,
FrontierMarshal54,frontier marshal,frontier marshal,marshal,童年,原版Core,,,Shooting4、Melee3,
GNomeSculptor34,g-nome sculptor,g-nome sculptor,sculptor,童年,原版Core,,,Intellectual2、Social2、Artistic4、Crafting2,
GalacticPage37,galactic page,galactic page,page,童年,原版Core,,,Social6、Artistic2,
GameFanatic86,game fanatic,game fanatic,gamer,童年,原版Core,,,Intellectual3、Shooting3,
GangMember16,gang member,gang member,gang kid,童年,原版Core,,,Shooting3、Melee4、Medicine3,
GangMember83,gang member,gang member,ganger,童年,原版Core,,,Plants-2、Shooting2、Melee5,
GlitterworldKid85,glitterworld kid,glitterworld kid,glitterkid,童年,原版Core,,,Crafting2、Intellectual3、Social3、Plants-2、Melee-2,
GlitterworldNerd20,glitterworld nerd,glitterworld nerd,nerd,童年,原版Core,,,Intellectual5、Crafting2,
GlitterworldRoyal24,glitterworld royal,glitterworld royal,royalty,童年,原版Core,,,Social2、Cooking2、Artistic2,
GunKid30,gun kid,gun kid,gun kid,童年,原版Core,,,Shooting3、Melee3、Artistic-3,
Gymnast48,gymnast,gymnast,gymnast,童年,原版Core,,,Melee4、Social2,
HackerKid98,hacker kid,hacker kid,hacker,童年,原版Core,,,Construction3、Crafting3,
HackerProdigy84,hacker prodigy,hacker prodigy,hacker,童年,原版Core,,,Intellectual7、Medicine4,
HeadjackAddict4,headjack addict,headjack addict,headjacker,童年,原版Core,,,Plants-3、Intellectual4、Shooting2,
HelpDeskWorker31,help desk worker,help desk worker,help desk,童年,原版Core,,,Intellectual3,
Herder19,herder,herder,herder,童年,原版Core,,,Animals3、Melee3、Social-2,
HexCellArtist91,hex-cell artist,hex-cell artist,artist,童年,原版Core,,,Artistic3、Crafting2,
Hideaway7,hideaway,hideaway,hideaway,童年,原版Core,,,Intellectual3、Crafting3、Social-2,
HighBaroness37,high baroness,high baroness,noble,童年,原版Core,,,Intellectual2、Social7、Artistic2,
HillbillyProdigy60,hillbilly prodigy,hillbilly prodigy,hillbilly,童年,原版Core,,,Intellectual2、Melee2、Medicine2,
HistoryStudent12,history student,history student,student,童年,原版Core,,,Social2、Artistic4、Crafting1,
HunterScavenger64,hunter scavenger,hunter scavenger,scavenger,童年,原版Core,,,Social2、Cooking2、Medicine2、Artistic3,
IcePlanetChild95,ice planet child,ice planet child,ice child,童年,原版Core,,,Construction2、Intellectual4,
IceworldSurvivor75,iceworld survivor,iceworld survivor,iceborn,童年,原版Core,,,Construction3、Social1、Crafting1,
IdealisticCadet64,idealistic cadet,idealistic cadet,cadet,童年,原版Core,,,Shooting4、Melee3、Social-2,
ImperialStudent49,imperial student,imperial student,student,童年,原版Core,,,Plants2、Intellectual3、Shooting-3、Melee2,
IndustrialOrphan13,industrial orphan,industrial orphan,orphan,童年,原版Core,,,Crafting3、Mining3、Intellectual-2,
IndworldUrchin73,indworld urchin,indworld urchin,urchin,童年,原版Core,,,Construction1、Melee1、Crafting2,
Infantry99,infantry,infantry,infantry,童年,原版Core,,,Shooting2、Melee1、Social2,
JoywireAddict76,joywire addict,joywire addict,addict,童年,原版Core,,,Shooting4、Melee6、Social-3,
JungleKid35,jungle kid,jungle kid,jungle kid,童年,原版Core,,,Intellectual-2、Melee2、Cooking2、Animals4,
JunkyardMechanic51,junkyard mechanic,junkyard mechanic,mechanic,童年,原版Core,,,Construction2、Intellectual2、Social-3、Crafting4,
KidScientist53,kid scientist,kid scientist,scientist,童年,原版Core,,,Intellectual4、Medicine4、Artistic-3,
Killer41,killer,killer,killer,童年,原版Core,,,Melee4、Medicine2,
LabGrownChild22,lab-grown child,lab-grown child,lab-grown,童年,原版Core,,,Plants2、Intellectual2、Artistic2,
LaborCampOrphan91,labor camp orphan,labor camp orphan,orphan,童年,原版Core,,,Construction4、Mining4,
LogicalChild2,logical child,logical child,logic kid,童年,原版Core,,,Construction2、Intellectual2、Social-2、Crafting2,
MadScientist47,mad scientist,mad scientist,scientist,童年,原版Core,,,Intellectual4、Melee1、Social2,
MarineCadet73,marine cadet,marine cadet,cadet,童年,原版Core,,,Shooting3、Melee3,
MechanoidHacker93,mechanoid hacker,mechanoid hacker,mechacker,童年,原版Core,,,Construction3、Intellectual3、Social-3、Crafting3,
MechanoidNerd10,mechanoid nerd,mechanoid nerd,mechanerd,童年,原版Core,,,Construction2、Intellectual3、Social-2、Crafting2,
MedicalAssistant12,medical assistant,medical assistant,medic,童年,原版Core,,,Medicine5,
MedicalHelper27,medical helper,medical helper,med helper,童年,原版Core,,,Social2、Medicine4,
MedicalStudent38,medical student,medical student,student,童年,原版Core,,,Construction-2、Social3、Medicine3,
MedicalStudent96,medical student,medical student,student,童年,原版Core,,,Social1、Medicine6,
MedievalLordling19,medieval lordling,medieval lordling,lordling,童年,原版Core,,,Social4、Construction-1、Mining-1、Plants-1,
MedievalNomad12,medieval nomad,medieval nomad,nomad,童年,原版Core,,,Social2、Cooking2、Animals2,
MedievalPlower14,medieval plower,medieval plower,plower,童年,原版Core,,,Construction2、Plants5、Intellectual-1、Artistic-2,
MedievalSlave49,medieval slave,medieval slave,slave,童年,原版Core,,,Plants2、Construction2、Mining2、Intellectual-3,
MedievalSlave50,medieval slave,medieval slave,slave,童年,原版Core,,,Construction2、Plants3、Mining1、Cooking2、Artistic-2,
MedievalSquire5,medieval squire,medieval squire,squire,童年,原版Core,,,Construction-1、Mining-1、Shooting3、Melee5,
MedievalThief74,medieval thief,medieval thief,thief,童年,原版Core,,,Shooting-3、Melee4、Social-2、Crafting2,
MercenaryRecruit18,mercenary recruit,mercenary recruit,recruit,童年,原版Core,,,Shooting3、Crafting3,
MercenaryRecruit36,mercenary recruit,mercenary recruit,mercenary,童年,原版Core,,,Shooting3、Melee1、Crafting3,
MidworldCadet83,midworld cadet,midworld cadet,cadet,童年,原版Core,,,Intellectual3、Social3、Crafting2,
MidworldGeek18,midworld geek,midworld geek,geek,童年,原版Core,,,Intellectual6、Social-3,
MidworldLoner80,midworld loner,midworld loner,loner,童年,原版Core,,,Construction3、Shooting3、Social-2、Crafting5,
MidworldSketcher71,midworld sketcher,midworld sketcher,sketcher,童年,原版Core,,,Shooting2、Melee1、Artistic3,
MilitantChild49,militant child,militant child,soldier,童年,原版Core,,,Intellectual2、Shooting3、Melee3,
MilitaryCadet16,military cadet,military cadet,cadet,童年,原版Core,,,Plants-2、Mining2、Shooting3、Melee2、Medicine2、Animals-3,
MilitaryChild82,military child,military child,military,童年,原版Core,,,Construction2、Shooting3、Melee1、Medicine2、Artistic-3,
MilitaryRecruit49,military recruit,military recruit,recruit,童年,原版Core,,,Shooting4、Melee3,
MilitaryTrainee20,military trainee,military trainee,trainee,童年,原版Core,,,Shooting3、Melee2、Medicine2,
MonkeyChild67,Monkey child,Monkey child,Monkey kid,童年,原版Core,,,Plants6、Mining4、Social-3、Animals6,
MusicIdol50,music idol,music idol,music idol,童年,原版Core,,,Intellectual2、Mining-2、Melee-2、Social3、Artistic2,
MusicalKid14,Musical kid,Musical kid,Music kid,童年,原版Core,,,Social3、Artistic3,
MusicalKid86,musical kid,musical kid,musician,童年,原版Core,,,Social-2、Artistic5,
Mute34,mute,mute,mute,童年,原版Core,,,Animals5,
Naturalist14,naturalist,naturalist,naturalist,童年,原版Core,,,Plants3、Melee2、Cooking2,
NavyPathfinder53,navy pathfinder,navy pathfinder,pathfinder,童年,原版Core,,,Intellectual3、Shooting2、Social3、Cooking-2、Animals4,
Nerd92,nerd,nerd,nerd,童年,原版Core,,,Construction1、Intellectual4、Medicine2、Crafting2,
NewAgeDuelist27,new age duelist,new age duelist,duelist,童年,原版Core,,,Shooting-2、Melee4、Animals-2,
Newborn79,newborn,newborn,newborn,童年,原版Core,,,,
NobleWard61,noble ward,noble ward,ward,童年,原版Core,,,Intellectual4、Shooting-1、Melee-2、Social3,
OfficerCadet25,officer cadet,officer cadet,cadet,童年,原版Core,,,Plants1、Shooting3、Melee3、Social1、Medicine1,
OffworldRecruit91,offworld recruit,offworld recruit,recruit,童年,原版Core,,,Shooting2、Melee2、Medicine2,
OldMoneyHeir46,Old money heir,Old money heir,Heir,童年,原版Core,,,Intellectual3、Social4、Artistic2,
OptimisticChild30,optimistic child,optimistic child,optimistic,童年,原版Core,,,Social4,
OrganFarm67,organ farm,organ farm,organ farm,童年,原版Core,,,Medicine5,
Orphan11,orphan,orphan,orphan,童年,原版Core,,,Construction2、Cooking2、Crafting2,
Orphan15,orphan,orphan,orphan,童年,原版Core,,,Melee4、Medicine2,
Orphan25,orphan,orphan,orphan,童年,原版Core,,,Social6,
OrphanOfWar60,orphan of war,orphan of war,orphan,童年,原版Core,,,Construction3、Intellectual-3、Mining3、Cooking3,
OrphanedAcrobat84,orphaned acrobat,orphaned acrobat,acrobat,童年,原版Core,,,Melee2、Social3、Animals1,
OskarCustomChildhood,art slave,art slave,artist,童年,原版Core,,,Artistic4,
Pampered87,pampered,pampered,pampered,童年,原版Core,,,Intellectual2、Melee-3、Social3、Medicine3,
PetKeeper7,pet keeper,pet keeper,pet keeper,童年,原版Core,,,Medicine1、Animals6,
Philosopher82,philosopher,philosopher,thinker,童年,原版Core,,,Intellectual4、Social3,
Pickpocket61,pickpocket,pickpocket,thief,童年,原版Core,,,Intellectual-2、Melee3、Social-1、Crafting3,
Pickpocket82,pickpocket,pickpocket,pickpocket,童年,原版Core,,,Melee2、Social2、Artistic2,
PilotFan16,pilot fan,pilot fan,pilot fan,童年,原版Core,,,Intellectual3、Shooting3,
PitGladiator19,pit gladiator,pit gladiator,gladiator,童年,原版Core,,,Shooting4、Melee4,
PizzaLover94,pizza lover,pizza lover,pizza kid,童年,原版Core,,,Melee5、Cooking3,
PlagueChild44,plague child,plague child,child,童年,原版Core,,,Intellectual1、Social-3、Medicine5,
PlagueProdigy12,plague prodigy,plague prodigy,prodigy,童年,原版Core,,,Construction2、Intellectual4、Social-2,
PlagueSurvivor39,plague survivor,plague survivor,survivor,童年,原版Core,,,Social-2、Cooking2、Medicine3,
PoorKid18,poor kid,poor kid,poor kid,童年,原版Core,,,Melee4、Social1,
PowerMadScholar30,power-mad scholar,power-mad scholar,scholar,童年,原版Core,,,Construction2、Intellectual3、Social-3、Crafting3,
PrivilegedChild86,privileged child,privileged child,privileged,童年,原版Core,,,Social3,
PrivilegedProdigy70,privileged prodigy,privileged prodigy,prodigy,童年,原版Core,,,Intellectual2、Medicine1、Artistic2,
ProdigalStudent67,prodigal student,prodigal student,student,童年,原版Core,,,Intellectual3、Crafting2,
ProfessionalGamer76,professional gamer,professional gamer,pro gamer,童年,原版Core,,,Shooting4、Melee-3、Crafting2,
ProjectSubject99,project subject,project subject,subject,童年,原版Core,,,Shooting4、Melee4,
PsychologyStudent15,psychology student,psychology student,student,童年,原版Core,,,Social-3、Artistic4,
Punk30,punk,punk,punk,童年,原版Core,,,Intellectual-2、Social-2,
PyroAssistant82,pyro assistant,pyro assistant,assistant,童年,原版Core,,,Construction4、Medicine3,
Pyromaniac18,pyromaniac,pyromaniac,pyro,童年,原版Core,,,Social-3、Cooking-2、Artistic3,
QuietNerd97,quiet nerd,quiet nerd,nerd,童年,原版Core,,,Intellectual2、Social-2、Artistic1、Crafting2,
RangerChild57,ranger child,ranger child,ranger kid,童年,原版Core,,,Mining-2、Shooting2、Cooking2、Animals4,
ReEducatedYouth23,re-educated youth,re-educated youth,reeducated,童年,原版Core,,,Social2,
RebelChild8,rebel child,rebel child,rebel,童年,原版Core,,,Melee2、Social3,
RebelSlave14,rebel slave,rebel slave,rebel,童年,原版Core,,,Construction1、Plants1、Intellectual-2、Shooting2、Social2、Crafting2,
RebelStudent14,rebel student,rebel student,student,童年,原版Core,,,Intellectual3、Shooting2,
RebelWriter82,rebel writer,rebel writer,writer,童年,原版Core,,,Intellectual7,
RebelliousStudent74,rebellious student,rebellious student,student,童年,原版Core,,,Intellectual2、Melee4、Social-3、Artistic2,
ReclusiveChild81,reclusive child,reclusive child,reclusive,童年,原版Core,,,Melee4、Crafting3,
ReclusiveProdigy96,reclusive prodigy,reclusive prodigy,prodigy,童年,原版Core,,,Intellectual4、Medicine4,
RichBoy9,rich boy,rich boy,rich boy,童年,原版Core,,,Melee3、Artistic3,
RitualChild20,ritual child,ritual child,sacrifice,童年,原版Core,,,Intellectual-3、Melee3、Crafting3、Animals4,
Scavenger22,scavenger,scavenger,scavenger,童年,原版Core,,,Mining3、Intellectual3,
Scavenger62,scavenger,scavenger,scavenger,童年,原版Core,,,Shooting2、Melee2、Social-2、Cooking2,
SchoolyardOutcast11,schoolyard outcast,schoolyard outcast,outcast,童年,原版Core,,,Intellectual2、Melee2、Social-3、Artistic2,
ScienceProdigy65,science prodigy,science prodigy,prodigy,童年,原版Core,,,Intellectual3、Medicine3、Artistic2,
Scout44,scout,scout,scout,童年,原版Core,,,Shooting3、Crafting2、Construction1,
Scout6,scout,scout,scout,童年,原版Core,,,Construction1、Shooting3、Crafting2,
Scrounger25,scrounger,scrounger,scrounger,童年,原版Core,,,Mining2、Social-2、Crafting2,
SentimentalChild55,sentimental child,sentimental child,nice kid,童年,原版Core,,,Social4,
SewerKid57,sewer kid,sewer kid,sewer boy,童年,原版Core,,,Cooking2,
ShelterChild50,shelter child,shelter child,shelterkid,童年,原版Core,,,Intellectual3、Medicine3、Social2、Construction-2、Mining-2,
ShipChild46,ship child,ship child,ship child,童年,原版Core,,,Melee-3、Social-3、Artistic4、Crafting4,
ShipTechnician0,ship technician,ship technician,technician,童年,原版Core,,,Construction3、Plants-3、Intellectual3、Crafting3,
ShootingComa59,shooting coma,shooting coma,coma child,童年,原版Core,,,Shooting8,
ShopKid36,shop kid,shop kid,shopkid,童年,原版Core,,,Social4、Intellectual2,
ShunnedGirl30,shunned girl,shunned girl,shunned,童年,原版Core,,,Shooting2、Social-2,
SicklyChild55,sickly child,sickly child,patient,童年,原版Core,,,Intellectual4、Medicine5、Melee-2、Social-2、Construction-2,
SicklyLiar3,sickly liar,sickly liar,liar,童年,原版Core,,,Construction-2、Shooting-2、Melee-2、Social6,
SlaveFarmer99,slave farmer,slave farmer,slave,童年,原版Core,,,Plants4,
SmallTownKid41,small town kid,small town kid,town kid,童年,原版Core,,,Construction-3、Plants3、Mining-3、Cooking3、Medicine3、Animals3,
SocialPariah3,social pariah,social pariah,pariah,童年,原版Core,,,Crafting2、Animals2,
SoldierExperiment50,soldier experiment,soldier experiment,experiment,童年,原版Core,,,Shooting3、Melee3、Social-3、Medicine2,
SoleSurvivor21,sole survivor,sole survivor,survivor,童年,原版Core,,,Plants3、Cooking3,
SoleSurvivor63,sole survivor,sole survivor,survivor,童年,原版Core,,,Plants2、Shooting2、Crafting2,
SonOfAHuntress75,son of a huntress,son of a huntress,hunter,童年,原版Core,,,Shooting2、Melee2、Cooking2、Medicine1、Crafting1,
SpaceCadet77,space cadet,space cadet,cadet,童年,原版Core,,,Shooting4、Melee2,
SpaceFanboy22,space fanboy,space fanboy,fanboy,童年,原版Core,,,Intellectual2、Crafting3,
SpaceNerd97,space nerd,space nerd,space nerd,童年,原版Core,,,Intellectual4、Social-3、Cooking2、Crafting2,
SpaceSmuggler6,space smuggler,space smuggler,smuggler,童年,原版Core,,,Plants-2、Intellectual-2、Shooting3、Melee3、Social3、Medicine2、Artistic-2,
SpacerOrphan77,spacer orphan,spacer orphan,orphan,童年,原版Core,,,Shooting2、Melee4、Crafting2,
SpaceyachtPilot89,spaceyacht pilot,spaceyacht pilot,pilot,童年,原版Core,,,Melee2、Social4,
SpeederRacer71,speeder racer,speeder racer,racer,童年,原版Core,,,Shooting3、Social3,
SpoiledBrat59,spoiled brat,spoiled brat,brat,童年,原版Core,,,Medicine2,
SpoiledChild33,spoiled child,spoiled child,spoiled,童年,原版Core,,,Construction-2、Plants2、Mining-2、Social2、Cooking2、Artistic2,
SpoiledChild80,spoiled child,spoiled child,spoiled,童年,原版Core,,,Intellectual3、Artistic2、Animals3,
Stableboy49,stableboy,stableboy,stableboy,童年,原版Core,,,Mining2、Melee2、Artistic2、Crafting1,
StarSquire9,star squire,star squire,squire,童年,原版Core,,,Shooting2、Melee3,
StarforceCadet79,starforce cadet,starforce cadet,cadet,童年,原版Core,,,Intellectual2、Mining-3、Social2、Medicine1,
StationWhelp94,station whelp,station whelp,whelp,童年,原版Core,,,Shooting3、Melee5,
SteamworldTinker38,steamworld tinker,steamworld tinker,tinker,童年,原版Core,,,Construction4、Social-3、Crafting3,
StewardsAssisant28,Steward's assistant,Steward's assistant,Steward,童年,原版Core,,,Melee5、Cooking5、Artistic-2,
StoryWriter67,story writer,story writer,writer,童年,原版Core,,,Artistic4、Intellectual3,
Straggler71,straggler,straggler,straggler,童年,原版Core,,,Intellectual-3、Melee2、Artistic2、Crafting2,
StreetChild4,street child,street child,street,童年,原版Core,,,Social3,
StreetKid19,street kid,street kid,street kid,童年,原版Core,,,Melee3、Social3,
StreetPeddler66,street peddler,street peddler,peddler,童年,原版Core,,,Melee2、Social3、Crafting2,
StreetUrchin45,street urchin,street urchin,street rat,童年,原版Core,,,Construction2、Intellectual-2、Mining2、Melee3,
StreetUrchin53,street urchin,street urchin,urchin,童年,原版Core,,,Shooting3、Melee3,
StreetUrchin74,street urchin,street urchin,grifter,童年,原版Core,,,Construction2、Plants-2、Shooting2、Melee3、Social2,
Student65,student,student,student,童年,原版Core,,,Intellectual3、Mining-2、Social2、Medicine3,
StudentEngineer34,student engineer,student engineer,engineer,童年,原版Core,,,Construction2、Intellectual4、Mining-2、Cooking-2、Artistic-2、Crafting4,
StudentSocialite89,student socialite,student socialite,socialite,童年,原版Core,,,Social6,
SuperSoldier99,super soldier,super soldier,soldier,童年,原版Core,,,Plants-3、Shooting3、Melee3、Medicine2,
TechEnthusiast28,tech enthusiast,tech enthusiast,tech nerd,童年,原版Core,,,Intellectual4、Shooting4、Social-3,
TechHead8,tech-head,tech-head,tech-head,童年,原版Core,,,Plants2、Intellectual6、Social-1,
TechScholar75,farm kid,farm kid,farm kid,童年,原版Core,,,Plants3、Shooting3、Animals1,
TechnicalKid1,technical kid,technical kid,tech kid,童年,原版Core,,,Construction2、Medicine3、Crafting2、Animals2,
TestSubject15,test subject,test subject,testee,童年,原版Core,,,Shooting4,
TestSubject82,test subject,test subject,subject,童年,原版Core,,,Intellectual2、Melee2、Cooking1,
Tinkerer11,tinkerer,tinkerer,tinkerer,童年,原版Core,,,Intellectual3、Melee-2、Crafting3,
Tinkerer79,tinkerer,tinkerer,tinkerer,童年,原版Core,,,Construction2、Crafting4,
ToxicChild96,toxic child,toxic child,toxic,童年,原版Core,,,Construction3、Crafting3,
TradersChild62,traders' child,traders' child,trader,童年,原版Core,,,Construction-2、Plants-1、Social1、Crafting1,
TragicLoner87,tragic loner,tragic loner,loner,童年,原版Core,,,Intellectual4、Artistic-2、Animals2,
TraineeAlchemist64,trainee alchemist,trainee alchemist,alchemist,童年,原版Core,,,Intellectual3、Cooking4、Medicine3,
TransferStudent10,transfer student,transfer student,student,童年,原版Core,,,Intellectual3、Social2,
TraumatizedYouth87,traumatized youth,traumatized youth,trauma,童年,原版Core,,,Melee2、Medicine4,
TribalThunderer45,tribal thunderer,tribal thunderer,thunderer,童年,原版Core,,,Shooting5、Medicine2,
TribeChild19,tribe child,tribe child,tribal,童年,原版Core,,,,
TribeChild40,tribe child,tribe child,tribal,童年,原版Core,,,Plants2、Melee2、Shooting2、Intellectual-3,
TurtleHerder41,turtle herder,turtle herder,herder,童年,原版Core,,,Shooting2、Social1、Artistic-2、Animals5,
UpperUrbworlder12,upper urbworlder,upper urbworlder,high urber,童年,原版Core,,,Construction-3、Intellectual3、Artistic2、Crafting-3,
UrbworldArmyBrat84,urbworld army brat,urbworld army brat,army brat,童年,原版Core,,,Construction3、Plants-3、Shooting3、Crafting2,
UrbworldChild56,urbworld child,urbworld child,urbkid,童年,原版Core,,,Plants1、Intellectual1、Shooting3、Artistic1、Crafting1,
UrbworldCriminal6,urbworld criminal,urbworld criminal,criminal,童年,原版Core,,,Shooting2、Melee3、Medicine1,
UrbworldHooligan12,urbworld hooligan,urbworld hooligan,hooligan,童年,原版Core,,,Shooting2、Melee3、Cooking-3,
UrbworldUrchin6,urbworld urchin,urbworld urchin,urchin,童年,原版Core,,,Melee4、Social-2、Crafting2,
UrbworldUrchin61,urbworld urchin,urbworld urchin,urchin,童年,原版Core,,,Melee4、Shooting2,
UrbworldUrchin90,urbworld urchin,urbworld urchin,urchin,童年,原版Core,,,Mining4、Melee2,
VRAddict29,VR addict,VR addict,VR addict,童年,原版Core,,,Intellectual2、Shooting1、Melee1、Artistic1、Crafting1,
VatgrownAssassin20,vatgrown assassin,vatgrown assassin,clone,童年,原版Core,,,Construction2、Shooting4、Melee1,
VatgrownChild11,vatgrown child,vatgrown child,child,童年,原版Core,,,,
VatgrownMedic53,vatgrown medic,vatgrown medic,medic,童年,原版Core,,,Shooting3、Medicine3,
VatgrownScientist91,vatgrown scientist,vatgrown scientist,scientist,童年,原版Core,,,Intellectual5、Medicine2,
VatgrownSlavegirl8,vatgrown slavegirl,vatgrown slavegirl,slave girl,童年,原版Core,,,Cooking5、Artistic-2,
VatgrownSoldier8,vatgrown soldier,vatgrown soldier,vatgrown,童年,原版Core,,,Melee4、Shooting4,
VengefulChild43,vengeful child,vengeful child,vengeful,童年,原版Core,,,Melee3、Shooting3,
VideoGamer16,video gamer,video gamer,gamer,童年,原版Core,,,Intellectual3、Shooting2、Melee1,
VideoGamer55,video gamer,video gamer,gamer,童年,原版Core,,,Intellectual3、Social3,
VidtubeStar98,vidtube star,vidtube star,vidtuber,童年,原版Core,,,Social2、Cooking2、Artistic2、Crafting1,
VoyagerChild94,voyager child,voyager child,voyager,童年,原版Core,,,Intellectual4,
WarChild24,war child,war child,war child,童年,原版Core,,,Shooting5、Melee3,
WarRefugee51,war refugee,war refugee,refugee,童年,原版Core,,,Cooking2、Crafting2,
WarRefugee96,war refugee,war refugee,refugee,童年,原版Core,,,Intellectual5、Shooting6、Melee5、Cooking-3,
WastelandWanderer81,wasteland wanderer,wasteland wanderer,wanderer,童年,原版Core,,,Shooting3、Social3、Medicine5、Crafting4,
WealthyStudent59,wealthy student,wealthy student,student,童年,原版Core,,,Construction2、Plants-2、Intellectual4、Mining-2、Cooking-2、Crafting3,
WildChild5,wild child,wild child,wild child,童年,原版Core,,,Shooting4、Melee6、Social-2、Cooking-3,
Winerunner8,winerunner,winerunner,winerunner,童年,原版Core,,,Melee2、Social2、Cooking2、Crafting2,
WolfPackMember26,wolf pack member,wolf pack member,feral,童年,原版Core,,,Melee8、Social-3,
WorkCampSlave37,work camp slave,work camp slave,slave,童年,原版Core,,,Construction2、Plants2、Mining2、Social-2,
WorldSlider42,world slider,world slider,slider,童年,原版Core,,,Construction-2、Plants-2、Melee3、Medicine4,
WreckageExplorer93,wreckage explorer,wreckage explorer,explorer,童年,原版Core,,,Animals3、Intellectual3,
YoungMaster23,young master,young master,master,童年,原版Core,,,Intellectual2、Shooting1、Melee2、Social2,
YoungPirate71,young pirate,young pirate,pirate,童年,原版Core,,,Shooting2、Social2、Crafting2,
YoungPsychologist58,young psychologist,young psychologist,psych,童年,原版Core,,,Social4、Medicine2,
YouthDelinquent30,youth delinquent,youth delinquent,delinquent,童年,原版Core,,,Shooting3、Melee1、Social-1、Crafting4,
YouthSoldier99,youth soldier,youth soldier,soldier,童年,原版Core,,,Construction2、Shooting2、Melee2,
Artilleryman28,炮兵,artilleryman,artilleer,成年,原版Royalty,,,Shooting6、Melee1,
ArtsPatron54,艺术赞助人,arts patron,patron,成年,原版Royalty,,,Social5、Artistic5,
Assembler69,装配工,assembler,assembler,成年,原版Royalty,,,Crafting7,
BalletDancer81,芭蕾舞者,ballet dancer,dancer,成年,原版Royalty,,,Social3、Melee3,
