defName,mod,label,layers,bodyPartGroups,tags,genCommonality,proposedZone,reviewFlag
RK_Hahoetal,鼠族HSK拓展,ratkin hahoetal mask,Overhead,UpperHead|Eyes|Mouth|Teeth,RK_ExoticBerserker,,Zone_Head,规则修正-头盔回归头饰
RK_Hoodie,鼠族HSK拓展,ratkin hoodie,Shell,Neck|Torso|Shoulders|Arms,RK_JiraiApparel|RK_GangApparel,,Zone_Head,
RK_IR_AdrianHelmet,鼠族HSK拓展,Iris Adrian Helmet,Overhead,UpperHead|Eyes,RK_IR_Soldier|RK_SD_Soldier|RK_SA_Soldier,,Zone_Head,
RK_Jinngasa,鼠族HSK拓展,ratkin Jinngasa,Overhead,UpperHead,RK_SenGiTai|RoyalCombatGear|RoyalTier3,,Zone_Head,
RK_KB_Stahlhelm,鼠族HSK拓展,Kornblume Stahlhelm,Overhead,UpperHead|Eyes,RK_KB_Soldier|RK_KB_Cavalry,,Zone_Head,
RK_KO_KnightHelmet,鼠族HSK拓展,Order State Knight Helmet,Overhead,UpperHead|Eyes,,,Zone_Head,
RK_KP_AdrianHelmet,鼠族HSK拓展,Klaproos Adrian Helmet,Overhead,UpperHead|Eyes,RK_KP_Soldier,,Zone_Head,
RK_Kerchief,鼠族HSK拓展,ratkin kerchief,Overhead,UpperHead,RK_ExoticTier3|RK_ExoticNoble|RoyalTier2|RoyalTier5,,Zone_Head,
RK_LR_BrodieHelmet,鼠族HSK拓展,Lavender Brodie Helmet,Overhead,UpperHead|Eyes,RK_LR_Soldier,,Zone_Head,
RK_LS_Fez,鼠族HSK拓展,Lale Fez,Overhead,UpperHead|Eyes,RK_LS_Soldier,,Zone_Head,规则修正-头盔回归头饰
RK_LargePipe,鼠族HSK拓展,Ratkin Large Pipe,Overhead,Teeth,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,
RK_LogistorHel,鼠族HSK拓展,ratkin logistor TieMao,,,RK_Logistor|RoyalTier3,,Zone_Head,继承-已补判
RK_MR_BrodieHelmet,鼠族HSK拓展,Multiflora Rose Brodie Helmet,Overhead,UpperHead|Eyes,RK_MR_Soldier,,Zone_Head,
RK_ManCap,鼠族HSK拓展,ratkin manatwar cap,Overhead,UpperHead,RK_ExoticTier3|RK_ExoticRanger|RoyalCombatGear|RoyalTier3|RoyalTier5,,Zone_Head,
RK_ManWarmHat,鼠族HSK拓展,ratkin manatwar warm hat,Overhead,UpperHead,RK_ExoticTier3|RK_ExoticRanger|RoyalCombatGear|RoyalTier3|RoyalTier5,,Zone_Head,
RK_ManatwarHelmet,鼠族HSK拓展,Ratkin Manatwar helmet,Overhead,UpperHead|Eyes,RK_ExoticRanger|RK_ExoticTier3|RoyalCombatGear,,Zone_Head,
RK_MinerHelmet,鼠族HSK拓展,Ratkin Miner Helmet,Overhead,UpperHead,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,
RK_MingWang,鼠族HSK拓展,「Ming Wang」,Overhead,FullHead,,,Zone_Head,
RK_NK_Fez,鼠族HSK拓展,Narcissus Fez,Overhead,UpperHead|Eyes,RK_NK_Soldier,,Zone_Head,规则修正-头盔回归头饰
RK_NR_ServiceCap,鼠族HSK拓展,Moutan Service Cap,Overhead,UpperHead|Eyes,RK_NR_Officer|RK_NR_Soldier,,Zone_Head,规则修正-头盔回归头饰
RK_PK_Kepi,鼠族HSK拓展,Paeonia Kepi,Overhead,UpperHead|Eyes,RK_PK_Officer,,Zone_Head,规则修正-头盔回归头饰
RK_RR_Furazhka,鼠族HSK拓展,Red Rose Furazhka,Overhead,UpperHead|Eyes,RK_RR_Officer|RK_RR_Soldier|RK_RR_Cavalry,,Zone_Head,规则修正-头盔回归头饰
RK_RegistrarHel,鼠族HSK拓展,ratkin registrar TieMao,,,RK_Registrar|RoyalTier3,,Zone_Head,继承-已补判
RK_Respirator,鼠族HSK拓展,Ratkin Respirator,Overhead,Teeth,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,
RK_SA_Kepi,鼠族HSK拓展,Syringa Kepi,Overhead,UpperHead|Eyes,RK_SA_Officer,,Zone_Head,规则修正-头盔回归头饰
RK_SD_Budyonovka,鼠族HSK拓展,Snowdrop Budyonovka,Overhead,UpperHead|Eyes,RK_SD_RedSoldier,,Zone_Head,规则修正-头盔回归头饰
RK_ShaMao,鼠族HSK拓展,ratkin ShaMao hat,Overhead,UpperHead,RK_ExoticExplorer|RK_ExoticTier1|RK_ExoticTier2|RK_ExoticMilitia|RoyalTier2,,Zone_Head,
RK_ShaMaoB,鼠族HSK拓展,ratkin round ShaMao hat,,,,,Zone_Head,
RK_Souyi,鼠族HSK拓展,ratkin straw rain cape (SouYi),Shell,Torso|Neck|Shoulders|Arms|Legs,RK_DaXia|RK_ExoticWorker|RK_ExoticFarmer|RK_ExoticTier1,,Zone_Head,
RK_StageCostume,鼠族HSK拓展,Ratkin Ralloween Costume,Overhead,Eyes,RK_Doctor|RK_2Tier|RoyalTier2|RoyalTier2,,Zone_Head,规则修正-头盔回归头饰
RK_TieMao,鼠族HSK拓展,Ratkin TieMao helmet,Overhead,UpperHead|Eyes,RK_ExoticDefender|RK_ExoticSoldier|RK_ExoticTier2|RoyalCombatGear,,Zone_Head,
RK_TraderWarmHat,鼠族HSK拓展,ratkin merchants warm hat,Overhead,UpperHead,RK_ExoticNoble|RK_ExoticTier3|RoyalTier2|RoyalTier5,,Zone_Head,
RK_VK_AdrianHelmet,鼠族HSK拓展,Violet Adrian Helmet,Overhead,UpperHead|Eyes,RK_VK_Soldier,,Zone_Head,
RK_WR_BrodieHelmet,鼠族HSK拓展,White Rose Brodie Helmet,Overhead,UpperHead|Eyes,RK_WR_Soldier,,Zone_Head,
RK_WeijingA,鼠族HSK拓展,Ratkin Scarf,Overhead,Neck,RK_Apparel|RK_1Tier|RK_Thief|RK_Worker,,Zone_Head,
RK_YE_ServiceCap,鼠族HSK拓展,Yaezakura Service Cap,Overhead,UpperHead|Eyes,RK_YE_Officer|RK_YE_Soldier,,Zone_Head,规则修正-头盔回归头饰
RK_ZanZi,鼠族HSK拓展,ratkin hair clasp,Overhead,UpperHead,RK_ExoticTier3|RK_ExoticNoble|RoyalTier2|RoyalTier5|RK_DaXia,,Zone_Head,
RK_ZhanLi,鼠族HSK拓展,Ratkin ZhanLi helmet,Overhead,UpperHead|Eyes,RK_ExoticTier3|RK_ExoticSoldier|RK_ExoticHeavyArmor|RoyalCombatGear,,Zone_Head,
beileimao,鼠族HSK拓展,优雅贝雷帽,Overhead,UpperHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Head,
bjm,鼠族HSK拓展,古堡夫人蕾丝头饰,Overhead,UpperHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Head,
gjhpf,鼠族HSK拓展,鼠族版冠军侯披风,Shell,Torso|Neck|Shoulders|Arms,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,1,Zone_Head,
kamz,鼠族HSK拓展,可爱毛绒小羊帽,Overhead,UpperHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Head,
kamz_Child,鼠族HSK拓展,儿童版可爱毛绒小羊帽,Overhead,UpperHead,Royal,0.1,Zone_Head,
nwtg,鼠族HSK拓展,灵能女王皇冠,Overhead,FullHead,Royal|RoyalTier2|RoyalTier3|RoyalTier4|RoyalTier5|RoyalTier6|RoyalTier7|RoyalRobe|RK_Worker|RK_Ambassador|RK_Maid|RK_1Tier|RK_Thief,0.1,Zone_Head,
Miho_Apparel_OnSkin_Celestial,美狐HSK拓展,미호 천상복,OnSkin|Miho_Under|Middle,Torso|Neck|Shoulders|Arms|Legs,MihoCelestial,,Zone_Underwear,
Miho_Apparel_Under_Armor,美狐HSK拓展,미호 보호내의,Miho_Under,Torso|Legs,Royal,,Zone_Underwear,
Miho_Apparel_Under_EltexOne,美狐HSK拓展,미호 엘텍스 속옷,Miho_Under,Torso|Legs,MihoRoyal|Royal,,Zone_Underwear,
Miho_Apparel_Under_EltexTalisman,美狐HSK拓展,미호 봉인 부적,Miho_Under,Torso|Legs,MihoRoyal|Royal,,Zone_Underwear,
Miho_Apparel_Under_Industrial,美狐HSK拓展,미호 속옷,Miho_Under,Torso|Legs,MihoCommon,,Zone_Underwear,
Miho_Apparel_Under_IndustrialBear,美狐HSK拓展,미호 곰돌이 속옷,Miho_Under,Torso|Legs,MihoCommon,,Zone_Underwear,
Miho_Apparel_Under_IndustrialBlack,美狐HSK拓展,미호 검은 속옷,Miho_Under,Torso|Legs,MihoCommon,,Zone_Underwear,
Miho_Apparel_Under_IndustrialStripe,美狐HSK拓展,미호 줄무늬 속옷,Miho_Under,Torso|Legs,MihoCommon,,Zone_Underwear,
Miho_Apparel_Under_SeasonalSanta,美狐HSK拓展,미호 산타복,Miho_Under,Torso|Legs,MihoSeasonalSanta,,Zone_Underwear,
Miho_Apparel_Under_Tribal,美狐HSK拓展,미호 부족민 속옷,Miho_Under,Torso|Legs,MihoCommon,,Zone_Underwear,
Miho_Apparel_Under_TribalEltex,美狐HSK拓展,미호 부족 엘텍스 속옷,Miho_Under,Torso|Legs,MihoRoyal|Royal,,Zone_Underwear,
Miho_Apparel_Under_TribalTwo,美狐HSK拓展,미호 부족민 속옷 (B),Miho_Under,Legs,MihoCommon,,Zone_Underwear,
RKHSK_Favonius_Underarmour,鼠族HSK拓展,西风骑士内衣,OnSkin,Torso|Shoulders|Arms|Legs|Feet,MedievalMilitary|MedievalArmorBasic,,Zone_Underwear,
