defName,label,来源mod,落地方式,techLevel,①穿戴位置,②用途场景,③科技档,旧分类,①依据,②依据
Helmet_InteractorHood,Interactor Hood,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,LightHelmetsCat|SetInteractor,旧分类,护甲值/甲类
Helmet_Kettlehat,Kettle hat,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_Nasal,Nasal Helmet,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_NorbalChain,Chain Helmet,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_Phase,Phase Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,MediumHelmetsCat,旧分类,护甲值/甲类
Helmet_PowerArmorLight,Light Power Armor Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,LightHelmetsCat|Setpowerarmor,旧分类,护甲值/甲类
Helmet_PsyPrototype,PowerMind Headgear,Core_SK,上游补丁,Spacer,头部,职业劳作,太空,SpecialHelmetsCat,旧分类,特化头具
Helmet_PsyPrototypeThree,Antis Headgear,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,SpecialHelmetsCat,旧分类,护甲值/甲类
Helmet_PsyPrototypeTwo,MindBlast Headgear,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,SpecialHelmetsCat,旧分类,护甲值/甲类
Helmet_Sallet,Sallet Helmet,Core_SK,上游补丁,Medieval,头部,战斗护甲,中世纪,MedievalHelmets|SetMedieval,旧分类,护甲值/甲类
Helmet_Security,Security Helmet,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,LightHelmetsCat|SetSecurity,旧分类,护甲值/甲类
Helmet_ShuttlePilot,Shuttle Pilot Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,MediumHelmetsCat,旧分类,护甲值/甲类
Helmet_Siege,Siege Armor Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat|SetSiegearmor,旧分类,护甲值/甲类
Helmet_Steamhull,Steamhull Helmet,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,HeavyHelmetsCat|Setsteamarmor,旧分类,护甲值/甲类
Helmet_SyndicateHood,Syndicate Hood,Core_SK,上游补丁,Spacer,头部,战斗护甲,太空,LightHelmetsCat|SetSyndicate,旧分类,护甲值/甲类
Helmet_Tactical,Tactical Helmet,Core_SK,上游补丁,Industrial,头部,战斗护甲,工业,MediumHelmetsCat|SetSecurity,旧分类,护甲值/甲类
Helmet_Welding,Welding Helmet,Core_SK,上游补丁,Industrial,头部,职业劳作,工业,SpecialHelmetsCat|SetSmith,旧分类,职业套装
ImperialHelmet_Vile,Legion Imperial Helm,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetLegion,旧分类,护甲值/甲类
JD_shield,能量力盾,鼠族HSK拓展,本地直改,Spacer,配饰腰背,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
Kurin_Apparel_Underwear,,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,礼仪贵族,工业,Kurin_Apparel_Underwear,layer,tag
Kurin_Kid_Hat,kurin kid hat,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Kid_Sweater,kurin kid sweater,库林战狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Kurin_Apparel_Shell,layer,默认/待裁决
Kurin_Middle_Body_Armor,kurin body armor,库林战狐HSK拓展,本地直改,Industrial,躯干外衣,日常便服,工业,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Armored_Gothic_Dress,kurin armored gothic dress,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,战斗护甲,工业,Kurin_Apparel_OnSkin,layer,护甲值/甲类
Kurin_OnSkin_Bikini_Armor,kurin bikini armor,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,战斗护甲,工业,Kurin_Apparel_OnSkin,layer,护甲值/甲类
Kurin_OnSkin_Black_Dress,kurin black dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Casual_Wear,kurin casual wear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Chinese_Wedding_Dress,kurin Chinese Wedding Dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Cute_Dress,kurin cute dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Gothic_Dress,kurin gothic dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Hoodie,kurin hoodie,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Hot_Pants,kurin hot pants,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Kid_Shirt,kurin kid dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Luxury_Dress,kurin Luxury Dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Makeshift_Dress,kurin makeshift dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Mechanic_Clothing,kurin Mechanitor clothing,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,战斗护甲,工业,Kurin_Apparel_OnSkin,layer,护甲值/甲类
Kurin_OnSkin_Military_Uniform,kurin military uniform,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,战斗护甲,工业,Kurin_Apparel_OnSkin,layer,护甲值/甲类
Kurin_OnSkin_Nun_Dress,kurin nun dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_One_Piece_Dress,kurin one piece dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Open_Back_Knit,kurin open back knit,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Open_Shoulder_Knit,kurin open shoulder knit,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_PajamasA,kurin pajamas A,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_PajamasB,kurin pajamas B,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_PajamasC,kurin pajamas C,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,日常便服,中世纪,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_OnSkin_Research_Clothing,kurin research clothing,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,礼仪贵族,工业,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Seductive_Black_Dress,kurin seductive black dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Seductive_White_Dress,kurin seductive white dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Shirt,kurin shirt,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_T_Shirt,kurin T-shirt,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Traditional_Coat,kurin traditional coat,库林战狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Kurin_Apparel_Shell,layer,默认/待裁决
Kurin_OnSkin_Traditional_Fancy_Dress,kurin traditional fancy dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Traditional_Luxury_Dress,kurin traditional luxury dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Traditional_Simple_Dress,kurin traditional simple dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Wedding_Dress_Black,kurin Black Wedding Dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Wedding_Dress_White,kurin White Wedding Dress,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_OnSkin,layer,tag
Kurin_OnSkin_Work_Jumpsuit,kurin work jumpsuit,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,日常便服,工业,Kurin_Apparel_OnSkin,layer,默认/待裁决
Kurin_Overhead_Bikini_Armor_Headgear,kurin bikini armor headgear,库林战狐HSK拓展,本地直改,Industrial,头部,礼仪贵族,工业,Kurin_Apparel_Overhead,layer,tag
Kurin_Overhead_Black_Wedding_Headwear,kurin black wedding headwear,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Overhead_Casual_Hair_Pin,kurin casual hair pin,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Overhead_Chinese_Wedding_Headwear,Kurin chinese Wedding Headwear,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Overhead_Cute_Hair_Pin,kurin cute hair pin,库林战狐HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,Kurin_Apparel_Overhead,layer,tag
Kurin_Overhead_Goggles,kurin goggles,库林战狐HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,Kurin_Apparel_Overhead,layer,护甲值/甲类
Kurin_Overhead_Gothic_Hair_Pin,kurin gothic hair pin,库林战狐HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,Kurin_Apparel_Overhead,layer,tag
Kurin_Overhead_Mechanic_Goggles,kurin Mechanic Goggles,库林战狐HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,Kurin_Apparel_Overhead,layer,护甲值/甲类
Kurin_Overhead_Military_Helmet,kurin Military Helmet,库林战狐HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,Kurin_Apparel_Overhead,layer,护甲值/甲类
Kurin_Overhead_Summer_Hat,kurin summer hat,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Overhead_Traditional_Hair_Pin,kurin traditional hair pin,库林战狐HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,Kurin_Apparel_Overhead,layer,tag
Kurin_Overhead_White_Wedding_Headwear,kurin white wedding headwear,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Overhead_Winter_Hat,kurin winter hat,库林战狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Kurin_Apparel_Overhead,layer,默认/待裁决
Kurin_Portable_Bandwidth_Node,Kurin Portable Bandwidth Node,库林战狐HSK拓展,本地直改,Spacer,配饰腰背,战术装备,太空,ApparelUtility,layer,人工裁决
Kurin_Redfox_Armor,kurin redfox armor,库林战狐HSK拓展,本地直改,Industrial,躯干外衣,战斗护甲,工业,Kurin_Apparel_Shell,layer,护甲值/甲类
Kurin_Redfox_Helmet,Kurin Redfox Helmet,库林战狐HSK拓展,本地直改,Industrial,头部,战斗护甲,工业,Kurin_Apparel_Overhead,layer,护甲值/甲类
Kurin_Shell_Cardigan,kurin cardigan,库林战狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Kurin_Apparel_Shell,layer,默认/待裁决
Kurin_Shell_Duster,kurin duster,库林战狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Kurin_Apparel_Shell,layer,默认/待裁决
Kurin_Shell_Winter_Padding,kurin winter padding,库林战狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Kurin_Apparel_Shell,layer,默认/待裁决
Kurin_Underwear,kurin white underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Black,kurin black underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Prude,kurin prude underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Red,kurin red underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Slim,kurin slim underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Striped,kurin white striped Bra,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Striped_Stuffed,kurin striped underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Underwear_Stuffed,kurin underwear,库林战狐HSK拓展,本地直改,Medieval,贴身内衣,礼仪贵族,中世纪,Kurin_Apparel_Underwear,layer,tag
Kurin_Waterfox_Armor,kurin waterfox skinsuit,库林战狐HSK拓展,本地直改,Industrial,贴身内衣,战斗护甲,工业,Kurin_Apparel_Underwear,layer,护甲值/甲类
MKSW,麦克斯韦MK空地装甲（内甲）,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
MKSWWJ,麦克斯韦MK空地装甲（外甲）,鼠族HSK拓展,本地直改,Spacer,躯干外衣,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
MKSWheat,麦克斯韦MK空地装甲全息面罩,鼠族HSK拓展,本地直改,Spacer,面饰眼部,战斗护甲,太空,RK_Apparel,Zone tag,护甲值/甲类
MedievalArmor_Gambeson,Gambeson,HMC Vile's Pre-Industrial,上游补丁,Medieval,全身连体,战斗护甲,中世纪,BodySuitsCat|BaseLayerCat|SetMedieval|SetNorbal|SetArcher|SetKnight|SetInfantry|SetMilitia|SetLeader,旧分类,护甲值
MedievalArmor_Hauberk,Mail Hauberk,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,MiddleArmorCat|SetMedieval|SetNorbal|SetKnight|SetInfantry|SetMilitia|SetLeader,旧分类,护甲值/甲类
MedievalArmor_NasalHelmet,Spangenhelm,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetNorbal|SetMilitia,旧分类,护甲值/甲类
MedievalArmor_PlateArmor,Gothic Full Plate Armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellFullArmorCat|SetMedieval|SetKnight,旧分类,护甲值/甲类
MedievalShield,Heater Shield,HMC Vile's Pre-Industrial,上游补丁,Medieval,配饰腰背,战斗护甲,中世纪,ShieldCat|SetKnight|SetMilitia|SetInfantry,旧分类,旧分类
MedievalTimes_Boots_Steel_Plated,Splinted Greaves,HMC Vile's Pre-Industrial,上游补丁,Medieval,鞋靴,战斗护甲,中世纪,BootsCat|SetMedieval,旧分类,护甲值/甲类
MedievalTimes_Cloak,Cloak,HMC Vile's Pre-Industrial,上游补丁,Neolithic,躯干外衣,战斗护甲,原始,UpperOverdressCat|ShellLayerCat|SetMilitia|SetCommoner|SetMedieval,旧分类,护甲值/甲类
MedievalTimes_Cloaked_Hauberk,Horde Warrior Lamellar,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetHorde|SetLeader,旧分类,护甲值/甲类
MedievalTimes_Gauntlets,Gauntlets,HMC Vile's Pre-Industrial,上游补丁,Medieval,手套,战斗护甲,中世纪,GlovesCat|SetMedieval|SetKnight|SetLeader,旧分类,护甲值/甲类
MedievalTimes_Gloves_Plated,Splinted Vambraces,HMC Vile's Pre-Industrial,上游补丁,Medieval,手套,战斗护甲,中世纪,GlovesCat|SetMedieval,旧分类,护甲值/甲类
MedievalTimes_Hauberk,Heavy Three-Quarter Armor,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellPartialArmorCat|SetMedieval|SetKnight|SetInfantry,旧分类,护甲值/甲类
MedievalTimes_Helmet_Bascinet,Bascinet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetNorbal|SetArcher|SetInfantry,旧分类,护甲值/甲类
MedievalTimes_Helmet_Domed,Kabuto,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetFeudal|SetMilitia,旧分类,护甲值/甲类
MedievalTimes_Helmet_Sallet,Visored Sallet,HMC Vile's Pre-Industrial,上游补丁,Medieval,头部,战斗护甲,中世纪,PreModernHelmetsCat|SetMedieval|SetKnight,旧分类,护甲值/甲类
MedievalTimes_PaddedJacket,Padded Jack,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,CombinedArmorCat|SetMedieval|SetInfantry|SetMilitia,旧分类,护甲值/甲类
MedievalTimes_Pants_Suspenders,Work Trousers,HMC Vile's Pre-Industrial,上游补丁,Medieval,下衣裤裙,日常便服,中世纪,PantsCat|SetMedieval|SetCommoner|SetSlaver,旧分类,默认/待裁决
MedievalTimes_Pants_Suspenders_Striped,Suspendered Overalls,HMC Vile's Pre-Industrial,上游补丁,Medieval,下衣裤裙,职业劳作,中世纪,PantsCat|SetMedieval|SetCommoner|SetAnimalHandler,旧分类,职业套装
MedievalTimes_Plates_Full_Cloaked,Brigandine,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,ShellPartialArmorCat|SetMedieval|SetNorbal|SetInfantry|SetMilitia|SetArcher,旧分类,护甲值/甲类
MedievalTimes_Plates_Steel_Middle,Manchira,HMC Vile's Pre-Industrial,上游补丁,Medieval,躯干外衣,战斗护甲,中世纪,MiddleArmorCat|VestsCat|SetArcher|SetFeudal,旧分类,护甲值/甲类
MedievalTimes_Shirt_Tunic,Buff Coat,HMC Vile's Pre-Industrial,上游补丁,Medieval,全身连体,战斗护甲,中世纪,BodySuitsCat|BaseLayerCat|SetMedieval|SetNorbal|SetArcher|SetKnight|SetInfantry|SetMilitia|SetLeader,旧分类,护甲值
Miho_Apparel_Hat_EltexCaptain,미호 엘텍스 장교모,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_Militia,미호 트루퍼 헬멧,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_MilitiaEar,미호 트루퍼 헬멧 (귀),美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_MilitiaMedic,미호 메딕 헬멧,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Miho_Headgear,Zone tag,默认/待裁决
Miho_Apparel_Hat_MilitiaShoot,미호 트루퍼 헬멧,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Miho_Headgear,Zone tag,默认/待裁决
Miho_Apparel_Hat_MilitiaVegi,미호 트루퍼 헬멧 (야채),美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_PMC,미호 정예 트루퍼 헬멧,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_Pariah,미호 퍼라이어 배틀 헬멧,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_ShooterCap,미호 택티컬 캡,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值
Miho_Apparel_Hat_Sorceress,미호 소서리스모,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Hat_Vacsuit,미호 진공 방호복 헬멧,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,layer,护甲值/甲类
Miho_Apparel_Hat_Winter,미호 비니,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Headgear,旧分类,默认/待裁决
Miho_Apparel_Hat_Worker,미호 안전모,美狐HSK拓展,本地直改,Medieval,头部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值/甲类
Miho_Apparel_Mask_Eltex,미호 엘텍스 마스크,美狐HSK拓展,本地直改,Medieval,面饰眼部,战斗护甲,中世纪,Miho_Headgear,Zone tag,护甲值
Miho_Apparel_Middle_Militia,미호 트루퍼 아머,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Middle_MilitiaMedic,미호 메딕 아머,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Middle_MilitiaVest,미호 전술조끼,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Middle_Militia_Tan,미호 트루퍼 아머 (tan),美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Middle_Powered,미호 외골격 중갑,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_Middle_PoweredMechanitor,미호 메카나이터 외골격,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Middle_PoweredWorker,미호 안전 외골격,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Celestial,미호 천상복,美狐HSK拓展,本地直改,Medieval,贴身内衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_Hoodie,미호 후드,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Maid,미호 프렌치 메이드복,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Militia,미호 시큐리티 슈트,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_OnSkin_OrnatedCaptain,미호 엘텍스 장교복,美狐HSK拓展,本地直改,Medieval,头部,礼仪贵族,中世纪,Miho_Apparel,Zone tag,tag
Miho_Apparel_OnSkin_OrnatedMiho,미호 엘텍스 의복 (내조),美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_OrnatedNomadic,미호 엘텍스 의복 (북방),美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_OrnatedOne,미호 엘텍스 의복 (엔트로피 저장고),美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_OrnatedTwo,미호 엘텍스 의복 (아케인 실드),美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_PMC,미호 트루퍼 슈트,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_Pariah,미호 퍼라이어 배틀 슈트,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值/甲类
Miho_Apparel_OnSkin_Regular,미호 표준 정장,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Shirt,미호 셔츠,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Simple,미호 평상복,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_OnSkin_Vacsuit,미호 진공 방호복,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,ApparelArmor,旧分类,护甲值/甲类
Miho_Apparel_Shell_PMC,미호 군용 코트,美狐HSK拓展,本地直改,Medieval,躯干外衣,战斗护甲,中世纪,Miho_Apparel,Zone tag,护甲值
Miho_Apparel_Shell_Padding,미호 패딩,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Shell_Sorceress,미호 소서리스 망토,美狐HSK拓展,本地直改,Medieval,躯干外衣,礼仪贵族,中世纪,Miho_Apparel,Zone tag,tag
Miho_Apparel_Shell_Winter,미호 겨울 판초,美狐HSK拓展,本地直改,Medieval,躯干外衣,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Special_Glasses,미호 안경,美狐HSK拓展,本地直改,Medieval,面饰眼部,日常便服,中世纪,Miho_Apparel,Zone tag,默认/待裁决
Miho_Apparel_Special_Magnifier,미호 매그니파이어,美狐HSK拓展,本地直改,Medieval,头部,日常便服,中世纪,Headgear|Miho_Apparel,旧分类,默认/待裁决
